,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund
104,519736.OF,交银新成长混合,王崇,管华雨(20140509-20150523) 王崇(20141022-至今),否,混合型基金,偏股混合型基金,8309528377.12,9.2246575342466,10.09,89.816269067187
105,519738.OF,交银周期回报灵活配置混合A,王艺伟,李永兴(20140522-20150601) 项廷锋(20140603-20151007) 李娜(20150804-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,1004557437.7,9.1890410958904,33.63,13.335824031598
106,519752.OF,交银新回报灵活配置混合A,王艺伟,项廷锋(20150515-20151007) 李娜(20150804-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,1030542075.8,8.2082191780822,42.27,12.890586211916
107,519755.OF,交银多策略回报灵活配置混合A,王艺伟,项廷锋(20150602-20151007) 李娜(20150804-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,977192219.39,8.158904109589,48.43,13.290184805701
108,519756.OF,交银施罗德国企改革灵活配置混合A,沈楠,沈楠(20150610-至今),否,混合型基金,灵活配置型基金,5302637928.55,8.1369863013699,81.85,81.352521451575
109,519759.OF,交银周期回报灵活配置混合C,王艺伟,李娜(20151119-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,625475116.11,7.6931506849315,48.36,13.335824031598
110,519760.OF,交银新回报灵活配置混合C,王艺伟,李娜(20151119-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,4486928430.88,7.6931506849315,25.95,12.890586211916
111,519761.OF,交银多策略回报灵活配置混合C,王艺伟,李娜(20151119-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,519233730.58,7.6931506849315,33.6,13.290184805701
112,519766.OF,交银施罗德荣鑫灵活配置混合,余李平,孙超(20160325-20170622) 于海颖(20170610-20190315) 唐赟(20190228-20220312) 王艺伟(20191128-20230216) 余李平(20220312-至今),否,混合型基金,灵活配置型基金,110365245.39,7.3452054794521,86.08,17.443584312917
113,519767.OF,交银科技创新灵活配置混合A,芮晨,芮晨(20160505-至今),否,混合型基金,灵活配置型基金,377156814.2,7.2328767123288,40.92,92.568781430077
114,519768.OF,交银优选回报灵活配置混合A,王艺伟,李娜(20160422-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,451895218.28,7.2684931506849,15.58,13.224872916918
115,519769.OF,交银优选回报灵活配置混合C,王艺伟,李娜(20160422-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,197448324.31,7.2684931506849,8.54,13.224872916918
116,519770.OF,交银优择回报灵活配置混合A,王艺伟,李娜(20160422-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,256498306.8,7.2684931506849,35.81,13.794129327388
117,519771.OF,交银优择回报灵活配置混合C,王艺伟,李娜(20160422-20201219) 凌超(20190720-20200723) 王艺伟(20200709-至今),否,混合型基金,灵活配置型基金,166752101.97,7.2684931506849,22.93,13.794129327388
118,519772.OF,交银新生活力灵活配置混合,杨浩,杨浩(20161111-至今) 田彧龙(20210904-20220908),否,混合型基金,灵活配置型基金,6443418042.66,6.7123287671233,0.96,85.982564817266
119,519773.OF,交银数据产业灵活配置混合A,田彧龙,芮晨(20160816-20190530) 田彧龙(20190514-至今),否,混合型基金,灵活配置型基金,1747632571.8,6.9506849315068,53.94,86.658777923149
120,519778.OF,交银经济新动力混合A,郭斐,任相栋(20161020-20180623) 郭斐(20180602-至今),否,混合型基金,灵活配置型基金,3240788556.82,6.772602739726,16.79,65.386225678626
121,519779.OF,交银沪港深价值精选混合,陈俊华,陈俊华(20161107-至今),否,混合型基金,灵活配置型基金,360359481.55,6.7232876712329,42.26,90.880923132547
122,519908.OF,华夏兴华混合A,阳琨,杨明韬(20130412-20150616) 阳琨(20130412-至今),否,混合型基金,灵活配置型基金,859370120.74,10.298630136986,15.15,89.729755106708
123,519909.OF,华安安顺灵活配置混合A,高钥群,尚志民(20140512-20150217) 翁启森(20150217-20160921) 谢振东(20150302-20191108) 高钥群(20191108-至今) 王斌(20191108-20220126),否,混合型基金,灵活配置型基金,941747273.23,9.2164383561644,9.62,80.715940624237
124,519915.OF,富国消费主题混合A,王园园,戴益强(20141212-20180118) 王园园(20170616-至今) 刘莉莉(20180711-20211027),否,混合型基金,偏股混合型基金,5405391581.43,8.6301369863014,47.46,83.805905502513
125,519918.OF,华夏兴和混合A,李彦,彭一博(20140530-20150626) 林峰(20140530-20161019) 佟巍(20160818-20180117) 林晶(20180117-20190321) 孙轶佳(20180928-20200612) 李彦(20200612-至今),否,混合型基金,灵活配置型基金,2300356403.25,9.1671232876712,39.3,91.756643462861
126,519929.OF,长信电子信息行业量化灵活配置混合A,"左金保,宋海岸",左金保(20160727-至今) 宋海岸(20230130-至今),否,混合型基金,灵活配置型基金,85715000.01,7.0054794520548,0.14,90.398828576016
127,519937.OF,长信先锐混合A,"叶松,程放",吴哲(20160602-20170123) 左金保(20160602-20190430) 姜锡峰(20160817-20170906) 朱轶伦(20170522-20190430) 秦娟(20181225-20190903) 吴晖(20190430-20230310) 叶松(20230306-至今) 程放(20230306-至今),否,混合型基金,偏债混合型基金,2049973.62,7.1561643835616,95.86,3.2610417635033
128,519949.OF,长信利信灵活配置混合A,"朱昊,陆晓锋",刘波(20161110-20161221) 朱君荣(20161117-20190429) 黄韵(20190426-20210716) 叶松(20210706-20230306) 陆晓锋(20210907-至今) 朱昊(20220909-至今),否,混合型基金,灵活配置型基金,783703.29,6.7150684931507,,64.556476191794
129,519951.OF,长信利泰灵活配置混合A,王昭锋,刘波(20160323-20161221) 左金保(20160418-20180904) 姜锡峰(20160726-20170906) 朱轶伦(20170522-20180904) 杨帆(20180904-20191209) 黄韵(20191209-20210716) 朱昊(20201231-20220901) 叶松(20210706-20220901) 王昭锋(20220901-至今),否,混合型基金,灵活配置型基金,211006231.94,7.3506849315068,99.16,92.611167516557
130,519956.OF,长信睿进混合C,叶松,谈洁颖(20150706-20170328) 邓虎(20170317-20180420) 朱轶伦(20180316-20190411) 叶松(20190411-至今),否,混合型基金,灵活配置型基金,568040336.75,8.0657534246575,1.01,43.58670768146
131,519957.OF,长信睿进混合A,叶松,谈洁颖(20150706-20170328) 邓虎(20170317-20180420) 朱轶伦(20180316-20190411) 叶松(20190411-至今),否,混合型基金,灵活配置型基金,1385030.86,8.0657534246575,,43.58670768146
132,519959.OF,长信多利混合A,刘亮,谈洁颖(20150701-20170328) 叶松(20170309-20190807) 黄韵(20170925-20210716) 刘亮(20210706-至今),否,混合型基金,灵活配置型基金,79105789.21,8.0794520547945,23.12,92.19491910311
133,519960.OF,长信利广混合C,"吴晖,李家春",刘波(20151130-20161221) 李小羽(20160128-20190131) 李家春(20181207-至今) 吴晖(20190625-至今),否,混合型基金,灵活配置型基金,3005718.35,7.6630136986301,,34.165537605428
134,519961.OF,长信利广混合A,"李家春,吴晖",刘波(20150612-20161221) 李小羽(20160128-20190131) 李家春(20181207-至今) 吴晖(20190625-至今),否,混合型基金,灵活配置型基金,19614477.24,8.1315068493151,58.57,34.165537605428
135,519962.OF,长信利盈混合C,吴晖,刘波(20151126-20161221) 黄韵(20160204-20180205) 李小羽(20160523-20180709) 王夏儒(20180528-20190226) 李家春(20181207-20230518) 吴晖(20190625-至今),否,混合型基金,灵活配置型基金,572156927.89,7.6739726027397,67.4,34.672000489121
136,519963.OF,长信利盈混合A,吴晖,刘波(20150609-20161221) 黄韵(20160204-20180205) 李小羽(20160523-20180709) 王夏儒(20180528-20190226) 李家春(20181207-20230518) 吴晖(20190625-至今),否,混合型基金,灵活配置型基金,2056479565.98,8.1397260273973,97.82,34.672000489121
137,519969.OF,长信新利灵活配置混合,王昭锋,刘波(20150211-20160523) 叶松(20150211-20160805) 谈洁颖(20150320-20160427) 黄韵(20150511-20210716) 邓虎(20160805-20180205) 叶松(20210706-20220728) 陆晓锋(20210907-20220914) 王昭锋(20220815-至今),否,混合型基金,灵活配置型基金,52547533.31,8.4630136986301,87.56,91.039606326761
138,519971.OF,长信改革红利灵活配置混合,张子乔,安昀(20140806-20150430) 黄韵(20141017-20210716) 邓虎(20160805-20180205) 叶松(20210706-20230306) 张子乔(20220314-至今),否,混合型基金,灵活配置型基金,13013789.02,8.9808219178082,,94.637922251052
139,519979.OF,长信内需成长混合A,许望伟,安昀(20111020-20150430) 宋小龙(20150430-20160722) 毛楠(20150514-20161014) 叶松(20161014-20180205) 安昀(20171101-20220225) 许望伟(20220225-至今),否,混合型基金,偏股混合型基金,855282346.33,11.778082191781,66.9,92.523855235022
140,519983.OF,长信量化先锋混合A,左金保,卢曼(20101118-20110919) 胡倩(20110415-20150313) 叶琦(20111031-20120305) 左金保(20150313-至今),否,混合型基金,偏股混合型基金,640434924.2,12.698630136986,0.05,93.869771875266
141,519987.OF,长信恒利优势混合,刘亮,曾芒(20090730-20100826) 李枝蓬(20090730-20110421) 叶松(20110330-20190830) 黄韵(20150331-20180205) 刘亮(20190807-至今),否,混合型基金,偏股混合型基金,19832487.3,14.002739726027,0.31,84.963511664136
142,519991.OF,长信双利优选混合A,祝昱丰,胡志宝(20080619-20100826) 张甦伟(20080725-20100705) 钱斌(20100721-20120803) 谈洁颖(20120723-20170328) 叶松(20170309-20180601) 安昀(20171101-20200820) 祝昱丰(20190218-至今),否,混合型基金,偏股混合型基金,97630897.88,15.115068493151,4.26,91.645208010801
143,519993.OF,长信增利动态策略混合,张子乔,曾芒(20061109-20100826) 胡志宝(20100826-20150313) 叶松(20150313-20210118) 张子乔(20210118-至今),否,混合型基金,偏股混合型基金,321746994.73,16.72602739726,0.9,94.067558942493
144,519995.OF,长信金利趋势混合A,高远,陆文俊(20060430-20080610) 梁晓军(20060430-20060922) 许万国(20080602-20110423) 付勇(20100628-20121113) 胡志宝(20121025-20131112) 宋小龙(20130205-20160722) 常松(20160714-20180907) 高远(20180830-至今),否,混合型基金,偏股混合型基金,4835566417.75,17.254794520548,63.58,86.705860115914
145,519997.OF,长信银利精选混合A,许望伟,梁晓军(20050117-20060923) 张大军(20060331-20070404) 胡志宝(20061207-20121025) 苏纯(20110330-20130515) 安昀(20130222-20150430) 宋小龙(20150430-20160722) 毛楠(20150514-20170217) 高远(20170103-20210112) 许望伟(20201231-至今),否,混合型基金,偏股混合型基金,401278549.6,18.53698630137,12.63,79.862325254601
146,530001.OF,建信恒久价值混合,"陶灿,蒋严泽",吴剑飞(20051201-20091125) 卓利伟(20090325-20110715) 王新艳(20091217-20110201) 邱宇航(20110711-20140327) 顾中汉(20111011-20170330) 陶灿(20170322-至今) 蒋严泽(20221014-至今),否,混合型基金,偏股混合型基金,1035745454.3,17.665753424658,6.63,90.46642918153
147,530003.OF,建信优选成长混合A,姚锦,李华(20060908-20071023) 田擎(20071023-20100427) 曹雄飞(20071023-20081127) 李涛(20081127-20120217) 姚锦(20120217-至今),否,混合型基金,偏股混合型基金,1612177808.97,16.895890410959,3.03,87.61350157505
148,530005.OF,建信优化配置混合A,周智硕,汪沛(20070301-20110511) 陈鹏(20070301-20090902) 李涛(20110511-20120518) 陶灿(20110711-20160422) 顾中汉(20111213-20130503) 乔林建(20130105-20140306) 马志强(20131113-20150520) 邱宇航(20150520-20210929) 周智硕(20210929-至今),否,混合型基金,灵活配置型基金,2012423639.44,16.419178082192,35.39,88.667834849413
149,530006.OF,建信核心精选混合,王东杰,田擎(20081125-20100427) 王新艳(20100427-20131220) 乔林建(20131113-20150522) 顾中汉(20150522-20170330) 潘龙玲(20160330-20170828) 姚锦(20170609-20180912) 王东杰(20170828-至今),否,混合型基金,偏股混合型基金,468653867.48,14.679452054795,21.05,70.917178705514
150,530011.OF,建信内生动力混合A,孙晟,王新艳(20101116-20111220) 卓利伟(20101116-20110715) 万志勇(20101117-20150928) 吴尚伟(20141125-20211021) 孙晟(20211020-至今),否,混合型基金,偏股混合型基金,250103760.45,12.704109589041,77.0,81.999998787409
151,530012.OF,建信积极配置,姚锦,黎颖芳(20110118-20140122) 彭云峰(20111130-20130503) 姚锦(20140120-至今),否,混合型基金,灵活配置型基金,168005257.35,12.531506849315,0.95,72.289320595449
152,530016.OF,建信恒稳价值混合,潘龙玲,李涛(20111122-20120518) 许杰(20120321-20170124) 吴尚伟(20170124-20211021) 潘龙玲(20211020-至今),否,混合型基金,灵活配置型基金,49209326.55,11.687671232877,21.24,52.318976550419
153,530019.OF,建信社会责任混合,刘克飞,许杰(20120814-20191128) 姚锦(20120814-20140306) 刘克飞(20191128-至今),否,混合型基金,偏股混合型基金,47994866.62,10.958904109589,67.95,86.45269040867
154,539002.OF,建信新兴市场混合(QDII)A,"李博涵,程星烨",赵英楷(20110621-20180205) 李博涵(20171113-至今) 程星烨(20191211-至今),否,QDII基金,QDII混合型基金,51212142.34,12.109589041096,23.91,73.133020818293
155,540002.OF,汇丰晋信龙腾混合,陆彬,林彤彤(20060927-20140111) 廖志峰(20100303-20130608) 王春(20131228-20150523) 王品(20150523-20160430) 曹庆(20160430-20180831) 严瑾(20180901-20220429) 陆彬(20220429-至今),否,混合型基金,偏股混合型基金,1782634120.9,16.843835616438,50.11,90.835788038618
156,540003.OF,汇丰晋信动态策略混合A,陆彬,王春(20070409-20090901) 邵骥咏(20090521-20120818) 王春(20120721-20150523) 郭敏(20150523-20200530) 陆彬(20200509-至今),否,混合型基金,灵活配置型基金,5514826825.44,16.312328767123,52.78,93.62256836766
157,540004.OF,汇丰晋信2026周期混合,闵良超,蔡立辉(20080723-20101204) 冯烜(20100128-20110319) 刘辉(20110319-20131221) 郑屹(20131221-20160820) 是星涛(20160820-20180602) 刘淑生(20180602-20200704) 严瑾(20200704-20220115) 闵良超(20210930-至今),否,混合型基金,偏债混合型基金,104350002.18,15.021917808219,6.15,23.964880807034
158,550001.OF,信诚四季红混合A,吴昊,岳爱民(20060429-20081113) 孙志洪(20060511-20070522) 管华雨(20070522-20100602) 闾志刚(20100525-20190304) 吴昊(20190131-至今) 夏明月(20190318-20230213),否,混合型基金,灵活配置型基金,442409574.62,17.257534246575,2.65,82.78682552743
159,550002.OF,中信保诚精萃成长混合A,王睿,吕宜振(20061127-20080628) 孙志洪(20061127-20070522) 刘浩(20080625-20120929) 谭鹏万(20120828-20150529) 王睿(20150529-至今),否,混合型基金,偏股混合型基金,1656797445.09,16.676712328767,51.59,83.724596327866
160,550003.OF,中信保诚盛世蓝筹混合,吴昊,岳爱民(20080604-20090728) 张锋(20080606-20111028) 张光成(20111028-20150430) 聂炜(20150430-20170213) 吴昊(20151118-至今),否,混合型基金,偏股混合型基金,196499743.63,15.156164383562,48.96,88.265477877452
161,550008.OF,信诚优胜精选混合A,王睿,黄小坚(20090826-20140314) 杨建标(20110329-20150521) 王睿(20150430-至今),否,混合型基金,偏股混合型基金,2782003831.98,13.928767123288,96.02,84.537133636071
162,550009.OF,信诚中小盘混合A,孙浩中,闾志刚(20100210-20131023) 程亮(20110816-20140423) 郑伟(20140423-20210915) 孙浩中(20210830-至今),否,混合型基金,偏股混合型基金,548465450.68,13.468493150685,62.35,92.498399201582
163,550015.OF,中信保诚至远动力混合A,王睿,王国强(20170831-20191025) 王睿(20191025-20220114) 刘锐(20191218-20220922) 王睿(20220919-至今),否,混合型基金,偏股混合型基金,1322617943.02,5.9095890410959,90.32,82.995804494261
164,550016.OF,中信保诚至远动力混合C,王睿,王国强(20170831-20191025) 王睿(20191025-20220114) 刘锐(20191218-20220922) 王睿(20220919-至今),否,混合型基金,偏股混合型基金,263668867.2,5.9095890410959,34.01,82.995804494261
165,560002.OF,益民红利成长混合,"姜瑛,高喜阳",赖晶铭(20061121-20071121) 熊伟(20071020-20111013) 蒋俊国(20110831-20150618) 何多粮(20130913-20150618) 郑研研(20140925-20160301) 吕伟(20150625-20210721) 赵若琼(20210721-20220908) 高喜阳(20220811-至今) 姜瑛(20230426-至今),否,混合型基金,偏股混合型基金,358901169.02,16.693150684932,2.51,44.869735840083
166,560003.OF,益民创新优势混合,高喜阳,张涛(20070711-20080716) 邹积建(20080716-20090819) 高广新(20090817-20110926) 李勇钢(20110926-20141223) 韩宁(20120321-20160718) 郑研研(20150616-20160301) 吕伟(20160704-20210721) 赵若琼(20210721-20220908) 高喜阳(20220811-至今),否,混合型基金,灵活配置型基金,484893115.72,16.057534246575,0.25,79.314018065127
