,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_portfolio_duration_fund,ths_jjzhjq_mkl_fund,ths_jjggbl_fund,ACEtype,Fundtype
1164,003315.OF,003315,景顺长城政策性金融债A,景顺长城基金,"陈健宾,何江波",中长期纯债券型基金,4464180195.03,1.5450023951348,1.5436241470632,133.78376414821,A,纯债基金
1167,003327.OF,003327,万家鑫璟纯债A,万家基金,"周慧,周潜玮",中长期纯债券型基金,9483346543.34,2.4769834697272,2.4758074420555,110.16588153606,A,纯债基金
1169,003329.OF,003329,万家鑫安纯债A,万家基金,"周慧,周潜玮",中长期纯债券型基金,982194886.13,1.0328869109073,2.5288952806722,120.6644939081,A,纯债基金
1195,003417.OF,003417,中加丰泽纯债,中加基金,袁素,中长期纯债券型基金,950518028.91,2.6809626207673,2.6811938659383,130.67462958218,,纯债基金
1200,003428.OF,003428,中加丰盈一年定期开放债券型发起式,中加基金,于跃,混合债券型基金(一级),2158417471.64,0.64876955109321,0.87735327406444,136.01694118049,,纯债基金
1208,003445.OF,003445,中加丰享纯债债券,中加基金,王霈,中长期纯债券型基金,6205198503.25,1.8775586247597,3.2504198237048,122.06546486874,,纯债基金
1213,003452.OF,003452,招商招盛纯债A,招商基金,李家辉,中长期纯债券型基金,6742883777.09,2.3657863721321,3.9885812194921,122.20527858699,A,纯债基金
1215,003454.OF,003454,招商招通纯债A,招商基金,黄晓婷,中长期纯债券型基金,1893214672.57,1.6190984505469,1.6192027769112,112.50514107408,A,纯债基金
1239,003528.OF,003528,汇添富长添利定期开放债券A,汇添富基金,杨靖,混合债券型基金(一级),15364876632.58,3.7621732500681,3.7566606584801,172.40082347945,A,纯债基金
1245,003547.OF,003547,鹏华丰禄债券,鹏华基金,刘涛,中长期纯债券型基金,5059400476.21,7.5648526194158,7.565504783623,136.44887936172,,纯债基金
1253,003571.OF,003571,招商招琪纯债A,招商基金,王梓林,中长期纯债券型基金,7689435678.5,1.6876102363577,3.0321147737502,126.53988663948,A,纯债基金
1259,003590.OF,003590,建信睿富纯债债券,建信基金,刘思,中长期纯债券型基金,7273084384.65,1.6616974774149,1.6614019586283,107.24190980228,,纯债基金
1260,003605.OF,003605,景顺长城景泰汇利定期开放债券A,景顺长城基金,何江波,混合债券型基金(一级),6828654178.84,2.5537297045662,2.5535526480398,137.24039175582,A,纯债基金
1262,003607.OF,003607,博时富益纯债债券,博时基金,于渤洋,中长期纯债券型基金,1993719379.51,1.3646655989241,1.3639716579888,125.39601495795,,纯债基金
1272,003640.OF,003640,兴业裕丰债券,兴业基金,冯小波,中长期纯债券型基金,2483602670.21,2.423446725623,2.4251291223919,103.06607032853,,纯债基金
1275,003651.OF,003651,博时丰达6个月定开债发起式,博时基金,郭思洁,中长期纯债券型基金,310246447.05,3.3094800638963,3.3091742633368,122.6750005613,,纯债基金
1278,003660.OF,003660,中加纯债两年债券A,中加基金,于跃,混合债券型基金(一级),792481778.03,0.83024169352954,2.1842354509897,127.57958021108,A,纯债基金
1280,003662.OF,003662,鹏华永盛定期开放债券,鹏华基金,"祝松,杜培俊,应琛",混合债券型基金(一级),641832220.11,1.960661851801,1.9576854416176,138.43670147749,,纯债基金
1285,003671.OF,003671,兴业裕恒债券,兴业基金,雷志强,中长期纯债券型基金,2651052426.46,2.6511301189952,2.6512466226324,137.98970451236,,纯债基金
1287,003673.OF,003673,中加丰裕纯债债券A,中加基金,王霈,中长期纯债券型基金,1934910314.28,2.4665167961866,3.2035752209685,106.90891886892,A,纯债基金
1294,003703.OF,003703,博时富鑫纯债债券A,博时基金,"唐薇,张李陵",中长期纯债券型基金,1900066978.91,3.2322126269148,3.7045644842937,121.63448770347,A,纯债基金
1299,003730.OF,003730,博时富华纯债债券,博时基金,李汉楠,中长期纯债券型基金,1080083956.66,0.93054145959411,0.93017204133957,136.92861253985,,纯债基金
1303,003746.OF,003746,广发汇瑞3个月定期开放债券,广发基金,赵子良,中长期纯债券型基金,7396358524.57,1.0415476080761,1.0405531948312,121.19616554379,,纯债基金
1308,003770.OF,003770,中银丰庆定期开放债券,中银基金,白洁,中长期纯债券型基金,5633582525.35,2.8395194490542,3.2871177559529,100.03525673514,,纯债基金
1317,003809.OF,003809,招商招顺纯债A,招商基金,刘万锋,中长期纯债券型基金,1680259438.04,1.198695661968,1.1981912376314,119.09580929385,A,纯债基金
1324,003832.OF,003832,中银丰润定期开放债券,中银基金,易芳菲,中长期纯债券型基金,16843138925.33,1.542576899138,2.5811141199916,100.0343661981,,纯债基金
1328,003847.OF,003847,华安鼎丰债券发起式A,华安基金,"李邦长,康钊,郑如熙",中长期纯债券型基金,4000447015.24,1.7158808806614,3.4512589946383,129.82421603423,A,纯债基金
1329,003859.OF,003859,招商招旭纯债A,招商基金,郭敏,中长期纯债券型基金,5765290357.47,2.5090105001105,2.5069247445125,116.94557559819,A,纯债基金
1331,003863.OF,003863,招商招祥纯债A,招商基金,"马龙,王梓林",中长期纯债券型基金,8082899883.78,2.1715544643467,2.1701267103163,129.70166293372,A,纯债基金
1336,003869.OF,003869,长信稳势纯债债券,长信基金,"杜国昊,邹依恩",中长期纯债券型基金,4686377329.18,0.84014332593754,0.83972947986737,104.40491448938,,纯债基金
1346,003929.OF,003929,中银证券安进债券A,中银证券,"余亮,王玉玺",中长期纯债券型基金,33785904302.12,2.8875344513006,4.8014784963778,100.03391741748,A,纯债基金
1348,003949.OF,003949,兴全稳泰债券A,兴证全球基金,王帅,中长期纯债券型基金,18068765249.93,2.8647175819542,6.7935409865063,116.80793798288,A,纯债基金
1356,003983.OF,003983,鹏华丰惠债券,鹏华基金,杜培俊,中长期纯债券型基金,1661751702.2,3.1225561221241,3.9751249064748,130.36591427179,,纯债基金
1360,004020.OF,004020,广发景祥纯债,广发基金,赵子良,中长期纯债券型基金,2311162565.79,0.89738257618639,3.2357873790694,100.04198721476,,纯债基金
1366,004027.OF,004027,广发景源纯债A,广发基金,"刘志辉,方抗",中长期纯债券型基金,2873222978.84,1.3201543206135,1.3197464785029,118.72980707635,A,纯债基金
1368,004030.OF,004030,嘉实丰安6个月定期债券,嘉实基金,王亚洲,中长期纯债券型基金,1056329647.66,0.65593710093753,0.77624459772431,123.61856568758,,纯债基金
1369,004031.OF,004031,鑫元添利三个月定期开放债券,鑫元基金,郭卉,混合债券型基金(一级),1692119113.64,0.8421618367308,0.80834920226551,125.67118287232,,纯债基金
1370,004032.OF,004032,工银丰淳半年定开债券,工银瑞信,陈桂都,中长期纯债券型基金,7604788254.65,1.3571379478661,1.3567749542383,124.67540824707,,纯债基金
1372,004042.OF,004042,华夏鼎茂债券A,华夏基金,刘明宇,中长期纯债券型基金,10398739936.77,3.0980630038036,3.09657515189,138.69180849636,A,纯债基金
1375,004052.OF,004052,华夏鼎智债券A,华夏基金,孙蕾,中长期纯债券型基金,4591546392.23,0.49643503249721,0.49493545339899,100.04482109499,A,纯债基金
1378,004061.OF,004061,华夏鼎隆债券A,华夏基金,孙蕾,中长期纯债券型基金,1014586168.47,1.1488596130274,1.1495635609937,118.37217218239,A,纯债基金
1398,004118.OF,004118,博时裕鹏纯债债券,博时基金,王帅,中长期纯债券型基金,1130884670.86,1.4960989949675,1.4964357412821,110.41892095773,,纯债基金
1399,004122.OF,004122,兴银长益三个月定开债,兴银基金,范泰奇,中长期纯债券型基金,3028735353.39,2.0228533977012,4.0009424785723,128.09187767157,,纯债基金
1402,004126.OF,004126,浦银安盛稳健增利债券(LOF)A,浦银安盛基金,章潇枫,混合债券型基金(一级),608532457.36,1.3157493653469,2.0520244330797,107.80775712049,A,纯债基金
1403,004127.OF,004127,鹏华丰康债券A,鹏华基金,"杜培俊,应琛,祝松",中长期纯债券型基金,3596870717.13,2.2471340747938,3.6386090225653,120.41415305541,A,纯债基金
1404,004136.OF,004136,博时民泽纯债债券,博时基金,倪玉娟,中长期纯债券型基金,492435975.16,2.0487833174883,2.0488965749621,120.08151984182,,纯债基金
1405,004140.OF,004140,兴业福鑫债券,兴业基金,伍方方,中长期纯债券型基金,6068513447.14,2.5490534729168,4.8960231752193,129.57439445958,,纯债基金
1406,004141.OF,004141,兴业瑞丰6个月定开债券,兴业基金,冯小波,中长期纯债券型基金,2553393422.85,1.6879097868049,1.6868171093134,114.14493800947,,纯债基金
1411,004200.OF,004200,博时富瑞纯债债券A,博时基金,倪玉娟,中长期纯债券型基金,13480874303.52,1.2691473342733,1.267977311881,131.28526002656,A,纯债基金
1414,004230.OF,004230,永赢添益债券,永赢基金,吴玮,中长期纯债券型基金,2544292512.15,3.1506270571864,3.1505369290182,124.37448596608,,纯债基金
1415,004238.OF,004238,永赢瑞益债券A,永赢基金,"余国豪,杨凡颖",中长期纯债券型基金,6204699809.95,1.7770382816458,1.7765102729561,114.63362872373,A,纯债基金
1421,004307.OF,004307,博时富元纯债债券,博时基金,"王帅,李汉楠",中长期纯债券型基金,3506524533.7,1.8301526673551,1.8305662058399,126.88798154323,,纯债基金
1424,004322.OF,004322,创金尊隆纯债A,创金合信基金,郑振源,混合债券型基金(一级),495619236.44,1.7973219804328,3.1452235394977,126.30415211008,A,纯债基金
1426,004334.OF,004334,博时广利3个月定开债发起式,博时基金,于渤洋,中长期纯债券型基金,6106496220.26,2.3949585542921,2.3910958720384,130.06854204901,,纯债基金
1428,004366.OF,004366,博时汇享纯债债券A,博时基金,王帅,中长期纯债券型基金,1097291741.41,2.0297932268763,2.0294295595373,125.23716934697,A,纯债基金
1432,004388.OF,004388,鹏华丰享债券,鹏华基金,方昶,中长期纯债券型基金,10846178443.42,1.307312536188,2.1739245285639,126.62439703306,,纯债基金
1443,004438.OF,004438,鹏华永安定期开放债券,鹏华基金,邓明明,中长期纯债券型基金,358310222.47,7.6691544104333,7.6702464026643,134.39973210095,,纯债基金
1448,004459.OF,004459,鑫元瑞利定开债券,鑫元基金,郭卉,中长期纯债券型基金,1057012024.15,2.612062293353,4.2058750012386,128.05847077553,,纯债基金
1454,004479.OF,004479,博时富和纯债债券,博时基金,李秋实,中长期纯债券型基金,1946013112.81,1.8349899121486,1.8350216090797,128.25713991289,,纯债基金
1456,004498.OF,004498,鹏华丰源债券,鹏华基金,刘涛,中长期纯债券型基金,1999161479.56,1.313251117873,5.3893656729193,118.40731957185,,纯债基金
1457,004499.OF,004499,鹏华丰瑞债券,鹏华基金,刘涛,中长期纯债券型基金,2946263322.66,8.2985278152929,8.2992709248539,122.32672096078,,纯债基金
1458,004503.OF,004503,鹏华永泰定期开放债券,鹏华基金,"祝松,应琛",混合债券型基金(一级),690623614.08,3.1875971143701,4.951091765183,152.84301266272,,纯债基金
1459,004504.OF,004504,鹏华永泽定期开放债券,鹏华基金,"方昶,王石千",混合债券型基金(一级),433687981.4,2.0287896189369,2.0259938738003,141.95227580498,,纯债基金
1462,004544.OF,004544,嘉实稳华纯债债券A,嘉实基金,王亚洲,中长期纯债券型基金,1902025988.07,0.26580080427148,4.4078277282946,103.98828645906,A,纯债基金
1463,004547.OF,004547,华夏稳定双利债券A,华夏基金,张海静,混合债券型基金(一级),301914993.23,8.2360379109538,8.2365574894263,109.15818169353,A,纯债基金
1465,004555.OF,004555,南方和元A,南方基金,"黄斌斌,施彦珏",中长期纯债券型基金,4417980968.91,1.2969058018766,1.2967230956529,128.29291762156,A,纯债基金
1474,004601.OF,004601,博时富腾纯债债券,博时基金,郭思洁,中长期纯债券型基金,573547702.59,1.4767210869742,1.4758117657857,126.97325656809,,纯债基金
1477,004614.OF,004614,鹏扬利泽债券A,鹏扬基金,"焦翠,陈钟闻",短期纯债券型基金,9857354601.19,1.5991550638332,1.5987411165774,100.38689329372,A,纯债基金
1482,004637.OF,004637,华夏鼎兴债券A,华夏基金,孙蕾,中长期纯债券型基金,1030522134.01,0.99056942709184,1.3359691709067,110.15154130197,A,纯债基金
1484,004639.OF,004639,华夏恒慧一年定开债券,华夏基金,张海静,中长期纯债券型基金,2241305374.54,2.97437783357,6.277779147416,131.28227800479,,纯债基金
1487,004655.OF,004655,汇添富鑫汇债券A,汇添富基金,杨靖,混合债券型基金(一级),1120689356.62,2.9934605247753,2.9932233757836,115.43548627888,A,纯债基金
1490,004672.OF,004672,华夏短债债券A,华夏基金,刘明宇,短期纯债券型基金,14806442065.2,0.85017387792578,2.4199047084712,135.96408229095,A,纯债基金
1494,004689.OF,004689,博时丰庆纯债债券,博时基金,李汉楠,中长期纯债券型基金,497966176.68,2.5261659056014,3.5520031801268,123.36327607744,,纯债基金
1495,004705.OF,004705,南方祥元A,南方基金,黄斌斌,中长期纯债券型基金,3663506768.87,0.94220931986533,0.9419594994705,134.2009312661,A,纯债基金
1499,004722.OF,004722,中银丰和定期开放债券,中银基金,郑涛,中长期纯债券型基金,47993037506.66,3.0775484587219,3.0771843461321,100.03384226472,,纯债基金
1501,004728.OF,004728,中欧瑾泰债券A,中欧基金,LI TONG,中长期纯债券型基金,593658958.76,3.0177083044697,3.0171190631891,119.44913394909,A,纯债基金
1503,004736.OF,004736,富国鼎利纯债三个月定开债,富国基金,武磊,中长期纯债券型基金,1113515654.82,0.63548114946806,1.7325205098707,152.0012247276,,纯债基金
1508,004797.OF,004797,国寿安保安盛纯债3个月定开债券发起式,国寿安保基金,"卢珊,黄力",中长期纯债券型基金,5269439359.61,1.1053400658216,1.1047407758851,152.10658307401,,纯债基金
1512,004821.OF,004821,国寿安保安吉纯债半年定开债券发起式,国寿安保基金,"吴闻,李一鸣",混合债券型基金(一级),7012787261.7,2.4206280615339,6.2863508612387,147.06489693243,,纯债基金
1520,004839.OF,004839,银华安颐中短债双月持有期债券A,银华基金,王树丽,短期纯债券型基金,3073733554.96,1.3843838604742,1.3848189657818,130.29486959751,A,纯债基金
1522,004859.OF,004859,泰康年年红纯债一年债券,泰康基金,经惠云,混合债券型基金(一级),6399120158.56,7.0810171360777,7.562035701749,166.46659039509,,纯债基金
1523,004882.OF,004882,中银丰荣定期开放债券,中银基金,郑涛,中长期纯债券型基金,8148615246.97,3.333161514912,3.3327154379996,100.03428576274,,纯债基金
1525,004887.OF,004887,长信稳通三个月定开债券发起式,长信基金,"邹依恩,杜国昊",中长期纯债券型基金,1086018567.22,0.56049259478165,1.1681161100532,102.90187411258,,纯债基金
1530,004899.OF,004899,中银信享定期开放债券,中银基金,白洁,中长期纯债券型基金,2954554714.22,2.3306541997704,2.8368268943458,104.44799659446,,纯债基金
1534,004910.OF,004910,中加颐享纯债债券A,中加基金,于跃,中长期纯债券型基金,2595188610.53,1.5905313748559,1.5887533946868,111.67837007184,A,纯债基金
1535,004911.OF,004911,中加纯债定开债券A,中加基金,王霈,中长期纯债券型基金,8831980217.39,1.9334270717978,2.6725394938441,119.08576574097,A,纯债基金
1537,004919.OF,004919,兴全兴泰债券,兴证全球基金,"王帅,田志祥,季伟杰",中长期纯债券型基金,7012371305.97,1.7749952983398,3.2846632374888,143.54124253932,,纯债基金
1538,004920.OF,004920,富国泓利纯债债券型发起式A,富国基金,武磊,中长期纯债券型基金,8592683342.24,1.1792610861984,1.1788079419579,134.31265487914,A,纯债基金
1541,004923.OF,004923,华夏鼎祥三个月定期开放债券A,华夏基金,孙蕾,中长期纯债券型基金,2064915943.46,1.0915716649894,1.8558832832574,116.7031171512,A,纯债基金
