,thscode,ths_fund_code_fund,ths_fund_short_name_fund,ths_fund_supervisor_fund,ths_fund_manager_current_fund,ths_invest_type_second_classi_fund,ths_mergesize_fund,ths_found_years_fund
231,360009.OF,360009,光大保德信增利收益债券C,光大保德信基金,黄波,混合债券型基金(一级),8316631607.14,14.928767123288
232,360013.OF,360013,光大保德信信用添益债券A,光大保德信基金,黄波,混合债券型基金(二级),13543697689.08,12.383561643836
233,360014.OF,360014,光大保德信信用添益债券C,光大保德信基金,黄波,混合债券型基金(二级),13543697689.08,12.383561643836
234,360019.OF,360019,光大保德信添天盈五年定期开放债券,光大保德信基金,沈荣,中长期纯债券型基金,7428234957.0,3.5616438356164
235,371020.OF,371020,摩根纯债债券A,摩根资产管理,周梦婕,混合债券型基金(一级),117737456.62,14.276712328767
236,371120.OF,371120,摩根纯债债券B,摩根资产管理,周梦婕,混合债券型基金(一级),117737456.62,14.276712328767
237,372010.OF,372010,摩根强化回报债券A,摩根资产管理,"陈圆明,杨鹏,王娟",混合债券型基金(二级),1424968159.69,12.147945205479
238,372110.OF,372110,摩根强化回报债券B,摩根资产管理,"杨鹏,王娟,陈圆明",混合债券型基金(二级),1424968159.69,12.147945205479
239,380005.OF,380005,中银纯债债券A,中银基金,"陈玮,林炎滨",中长期纯债券型基金,1882292885.83,10.805479452055
240,380006.OF,380006,中银纯债债券C,中银基金,"陈玮,林炎滨",中长期纯债券型基金,1882292885.83,10.805479452055
241,380009.OF,380009,中银添利债券发起A,中银基金,陈玮,混合债券型基金(二级),6781560681.99,10.657534246575
242,380010.OF,380010,中银聚享债券A,中银基金,"刘筱筠,王妍",中长期纯债券型基金,32166061.65,3.0246575342466
243,380011.OF,380011,中银聚享债券B,中银基金,"王妍,刘筱筠",中长期纯债券型基金,32166061.65,3.0246575342466
244,395001.OF,395001,中海稳健收益债券,中海基金,王萍莉,混合债券型基金(一级),711863297.07,15.482191780822
245,395011.OF,395011,中海增强收益债券A,中海基金,殷婧,混合债券型基金(二级),256542111.32,12.531506849315
246,395012.OF,395012,中海增强收益债券C,中海基金,殷婧,混合债券型基金(二级),256542111.32,12.531506849315
247,400009.OF,400009,东方稳健回报债券A,东方基金,刘长俊,混合债券型基金(一级),886996223.26,14.813698630137
248,400016.OF,400016,东方强化收益债券,东方基金,"许文波,张博",混合债券型基金(二级),216948484.85,10.980821917808
249,400027.OF,400027,东方双债添利债券A,东方基金,杨贵宾,混合债券型基金(二级),1508567215.65,9.0219178082192
250,400029.OF,400029,东方双债添利债券C,东方基金,杨贵宾,混合债券型基金(二级),1508567215.65,9.0219178082192
251,400030.OF,400030,东方添益债券,东方基金,吴萍萍,中长期纯债券型基金,10392825039.14,8.7972602739726
252,410004.OF,410004,华富收益增强债券A,华富基金,尹培俊,混合债券型基金(一级),1279126424.2,15.350684931507
253,410005.OF,410005,华富收益增强债券B,华富基金,尹培俊,混合债券型基金(一级),1279126424.2,15.350684931507
254,420002.OF,420002,天弘永利债券A,天弘基金,"张寓,杜广,赵鼎龙,姜晓丽",混合债券型基金(二级),31616514461.06,15.460273972603
255,420008.OF,420008,天弘增益回报债券发起式A,天弘基金,"张馨元,张寓,刘洋",混合债券型基金(二级),261717249.64,11.145205479452
256,420102.OF,420102,天弘永利债券B,天弘基金,"张寓,杜广,姜晓丽,赵鼎龙",混合债券型基金(二级),31616514461.06,15.460273972603
257,420108.OF,420108,天弘增益回报债券发起式B,天弘基金,"刘洋,张馨元,张寓",混合债券型基金(二级),261717249.64,11.145205479452
258,450005.OF,450005,国富强化收益债券A,国海富兰克林基金,刘怡敏,混合债券型基金(二级),955977321.87,14.942465753425
259,450006.OF,450006,国富强化收益债券C,国海富兰克林基金,刘怡敏,混合债券型基金(二级),955977321.87,14.791780821918
260,450018.OF,450018,国富恒久信用债券A,国海富兰克林基金,刘怡敏,混合债券型基金(一级),4214022.28,11.057534246575
261,450019.OF,450019,国富恒久信用债券C,国海富兰克林基金,刘怡敏,混合债券型基金(一级),4214022.28,11.057534246575
262,460003.OF,460003,华泰柏瑞稳本增利债券B,华泰柏瑞基金,王烨斌,混合债券型基金(二级),200516242.68,15.835616438356
263,460008.OF,460008,华泰柏瑞稳健收益债券A,华泰柏瑞基金,"罗远航,刘礼彬",中长期纯债券型基金,221092785.86,10.827397260274
264,460108.OF,460108,华泰柏瑞稳健收益债券C,华泰柏瑞基金,"罗远航,刘礼彬",中长期纯债券型基金,221092785.86,10.827397260274
265,470010.OF,470010,汇添富多元收益债券A,汇添富基金,刘通,混合债券型基金(二级),370214582.28,11.038356164384
266,470011.OF,470011,汇添富多元收益债券C,汇添富基金,刘通,混合债券型基金(二级),370214582.28,11.038356164384
267,470014.OF,470014,汇添富理财14天债券A,汇添富基金,"温开强,许娅",短期纯债券型基金,57011456.99,3.7616438356164
268,470018.OF,470018,汇添富双利债券A,汇添富基金,吴江宏,混合债券型基金(二级),7249231816.11,12.684931506849
269,470030.OF,470030,汇添富鑫禧债券,汇添富基金,温开强,中长期纯债券型基金,12809935857.19,3.1150684931507
270,470058.OF,470058,汇添富可转换债券A,汇添富基金,"吴江宏,胡奕",可转换债券型基金,5952551547.99,12.295890410959
271,470059.OF,470059,汇添富可转换债券C,汇添富基金,"胡奕,吴江宏",可转换债券型基金,5952551547.99,12.295890410959
272,470060.OF,470060,汇添富理财60天债券A,汇添富基金,"温开强,徐寅喆",短期纯债券型基金,220894940.65,4.4547945205479
273,470078.OF,470078,汇添富增强收益债券C,汇添富基金,"徐光,甘信宇",混合债券型基金(一级),203002786.37,14.049315068493
274,470088.OF,470088,汇添富6月红定期开放债券A,汇添富基金,"吴江宏,於乐其",混合债券型基金(二级),1067530936.22,7.6219178082192
275,470089.OF,470089,汇添富6月红定期开放债券C,汇添富基金,"吴江宏,於乐其",混合债券型基金(二级),1067530936.22,7.6219178082192
276,471014.OF,471014,汇添富理财14天债券B,汇添富基金,"许娅,温开强",短期纯债券型基金,57011456.99,3.7616438356164
277,471060.OF,471060,汇添富理财60天债券B,汇添富基金,"徐寅喆,温开强",短期纯债券型基金,220894940.65,4.4547945205479
278,472007.OF,472007,汇添富利率债,汇添富基金,"李伟,何旻",中长期纯债券型基金,7449446632.98,3.7616438356164
279,485005.OF,485005,工银增强收益债券B,工银瑞信,"杜海涛,张略钊",混合债券型基金(一级),834892921.99,16.4
280,485007.OF,485007,工银添利债券B,工银瑞信,谷衡,混合债券型基金(一级),3071064571.63,15.471232876712
281,485011.OF,485011,工银瑞信双利债券B,工银瑞信,"徐博文,李昱,欧阳凯",混合债券型基金(二级),10833011451.18,13.131506849315
282,485014.OF,485014,工银添颐债券B,工银瑞信,杜海涛,混合债券型基金(二级),1701732111.57,12.147945205479
283,485018.OF,485018,工银7天理财债券B,工银瑞信,"杨哲,姚璐伟",短期纯债券型基金,1330983667.82,3.5616438356164
284,485019.OF,485019,工银信用纯债债券B,工银瑞信,李敏,中长期纯债券型基金,3270988551.58,10.882191780822
285,485020.OF,485020,工银14天理财债券发起B,工银瑞信,李娜,短期纯债券型基金,325555825.14,3.2931506849315
286,485022.OF,485022,工银尊益中短债债券F,工银瑞信,谷衡,短期纯债券型基金,5382230438.39,3.1972602739726
287,485105.OF,485105,工银增强收益债券A,工银瑞信,"杜海涛,张略钊",混合债券型基金(一级),834892921.99,16.4
288,485107.OF,485107,工银添利债券A,工银瑞信,谷衡,混合债券型基金(一级),3071064571.63,15.471232876712
289,485111.OF,485111,工银瑞信双利债券A,工银瑞信,"徐博文,李昱,欧阳凯",混合债券型基金(二级),10833011451.18,13.131506849315
290,485114.OF,485114,工银添颐债券A,工银瑞信,杜海涛,混合债券型基金(二级),1701732111.57,12.147945205479
291,485118.OF,485118,工银7天理财债券A,工银瑞信,"姚璐伟,杨哲",短期纯债券型基金,1330983667.82,3.5616438356164
292,485119.OF,485119,工银信用纯债债券A,工银瑞信,李敏,中长期纯债券型基金,3270988551.58,10.882191780822
293,485120.OF,485120,工银14天理财债券发起A,工银瑞信,李娜,短期纯债券型基金,325555825.14,3.2931506849315
294,485122.OF,485122,工银尊益中短债债券C,工银瑞信,谷衡,短期纯债券型基金,5382230438.39,3.1972602739726
295,510080.OF,510080,长盛全债指数增强债券A/B,长盛基金,王贵君,增强指数型债券基金,1844115883.63,19.945205479452
296,519023.OF,519023,海富通稳健添利债券C,海富通基金,谈云飞,混合债券型基金(一级),231668876.97,14.942465753425
297,519024.OF,519024,海富通稳健添利债券A,海富通基金,谈云飞,混合债券型基金(一级),231668876.97,14.545205479452
298,519030.OF,519030,海富通稳固收益债券C,海富通基金,"江勇,陈轶平",混合债券型基金(二级),4084832332.71,12.860273972603
299,519051.OF,519051,海富通一年定开债券A,海富通基金,夏妍妍,混合债券型基金(一级),379193464.39,9.9397260273973
300,519060.OF,519060,海富通纯债债券C,海富通基金,何谦,混合债券型基金(一级),49130410.83,9.5013698630137
301,519061.OF,519061,海富通纯债债券A,海富通基金,何谦,混合债券型基金(一级),49130410.83,9.5013698630137
302,519078.OF,519078,汇添富增强收益债券A,汇添富基金,"甘信宇,徐光",混合债券型基金(一级),203002786.37,15.578082191781
303,519111.OF,519111,浦银安盛优化收益债券A,浦银安盛基金,郑双超,混合债券型基金(二级),31974920.79,14.758904109589
304,519112.OF,519112,浦银安盛优化收益债券C,浦银安盛基金,郑双超,混合债券型基金(二级),31974920.79,14.030136986301
305,519118.OF,519118,浦银安盛幸福回报定开债券A,浦银安盛基金,杨鑫,中长期纯债券型基金,57084704.02,11.038356164384
306,519119.OF,519119,浦银安盛幸福回报定开债券B,浦银安盛基金,杨鑫,中长期纯债券型基金,57084704.02,11.038356164384
307,519121.OF,519121,浦银安盛6个月持有期债券A,浦银安盛基金,"郑双超,杨鑫",混合债券型基金(一级),28979962.33,10.380821917808
308,519122.OF,519122,浦银安盛6个月持有期债券C,浦银安盛基金,"杨鑫,郑双超",混合债券型基金(一级),28979962.33,10.380821917808
309,519136.OF,519136,海富通瑞丰债券,海富通基金,刘田,混合债券型基金(二级),237752006.62,7.1287671232877
310,519137.OF,519137,海富通瑞福债券A,海富通基金,"方昆明,张靖爽",混合债券型基金(一级),2837439021.12,6.1780821917808
311,519138.OF,519138,海富通瑞祥一年定开债券,海富通基金,张靖爽,混合债券型基金(一级),1283650061.24,6.1780821917808
312,519152.OF,519152,新华纯债添利债券A,新华基金,"赵楠,李晓然",中长期纯债券型基金,321117531.96,10.780821917808
313,519153.OF,519153,新华纯债添利债券C,新华基金,"李晓然,赵楠",中长期纯债券型基金,321117531.96,10.780821917808
314,519160.OF,519160,新华安享惠金定期债券A,新华基金,郑毅,混合债券型基金(一级),24064941.26,9.8849315068493
315,519161.OF,519161,新华安享惠金定期债券C,新华基金,郑毅,混合债券型基金(一级),24064941.26,9.8849315068493
316,519162.OF,519162,新华增怡债券A,新华基金,王丹,混合债券型基金(二级),4088640479.07,9.827397260274
317,519163.OF,519163,新华增怡债券C,新华基金,王丹,混合债券型基金(二级),4088640479.07,9.827397260274
318,519186.OF,519186,万家稳健增利债券A,万家基金,陈佳昀,混合债券型基金(一级),50614340.33,14.142465753425
319,519187.OF,519187,万家稳健增利债券C,万家基金,陈佳昀,混合债券型基金(一级),50614340.33,14.142465753425
320,519188.OF,519188,万家恒A,万家基金,苏谋东,中长期纯债券型基金,2558126090.35,11.030136986301
321,519189.OF,519189,万家恒C,万家基金,苏谋东,中长期纯债券型基金,2558126090.35,11.030136986301
322,519190.OF,519190,万家双利债券A,万家基金,"周潜玮,章恒",混合债券型基金(二级),795284911.91,10.575342465753
323,519199.OF,519199,万家家享中短债A,万家基金,陈奕雯,短期纯债券型基金,2193305348.23,6.9150684931507
324,519206.OF,519206,万家年年恒荣A,万家基金,"谷丹青,徐青",混合债券型基金(一级),209248952.42,6.8767123287671
325,519207.OF,519207,万家年年恒荣C,万家基金,"徐青,谷丹青",混合债券型基金(一级),209248952.42,6.8767123287671
326,519220.OF,519220,海富通聚利债券,海富通基金,刘田,中长期纯债券型基金,3003456426.6,7.0246575342466
327,519225.OF,519225,海富通集利债券,海富通基金,方昆明,混合债券型基金(一级),454013199.93,7.0054794520548
328,519226.OF,519226,海富通瑞利债券,海富通基金,刘田,中长期纯债券型基金,3520063278.93,6.6219178082192
329,519322.OF,519322,浦银安盛盛元定开债券A,浦银安盛基金,章潇枫,中长期纯债券型基金,10061261060.99,7.1945205479452
330,519323.OF,519323,浦银安盛盛元定开债券C,浦银安盛基金,章潇枫,中长期纯债券型基金,10061261060.99,7.1945205479452
331,519324.OF,519324,浦银安盛盛鑫定开债券A,浦银安盛基金,章潇枫,混合债券型基金(一级),55147864.87,7.2246575342466
332,519325.OF,519325,浦银安盛盛鑫定开债券C,浦银安盛基金,章潇枫,混合债券型基金(一级),55147864.87,7.2246575342466
333,519328.OF,519328,浦银安盛盛泰纯债债券A,浦银安盛基金,陶祺,中长期纯债券型基金,1040734333.24,6.8876712328767
334,519329.OF,519329,浦银安盛盛泰纯债债券C,浦银安盛基金,陶祺,中长期纯债券型基金,1040734333.24,6.8876712328767
335,519330.OF,519330,浦银安盛盛跃纯债债券A,浦银安盛基金,陶祺,中长期纯债券型基金,1612301893.09,6.5315068493151
336,519331.OF,519331,浦银安盛盛跃纯债债券C,浦银安盛基金,陶祺,中长期纯债券型基金,1612301893.09,6.5315068493151
337,519332.OF,519332,浦银安盛盛达纯债债券A,浦银安盛基金,章潇枫,中长期纯债券型基金,9538899084.87,6.7835616438356
338,519333.OF,519333,浦银安盛盛达纯债债券C,浦银安盛基金,章潇枫,中长期纯债券型基金,9538899084.87,6.7835616438356
339,519334.OF,519334,浦银安盛盛勤定开债券A,浦银安盛基金,李羿,中长期纯债券型基金,1321324831.08,6.4520547945205
